Analyzed file:	C:\Users\Medivh\Desktop\640na480MEGa.mp4
+Object's ¹: 0
 Coordinate: [92 x 184 from (543, 140)]
Frame ¹	284 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	285 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	286 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	287 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [85 x 170 from (539, 142)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [85 x 170 from (539, 142)]
Frame ¹	288 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	289 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	290 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	291 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	292 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	293 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	294 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	295 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	296 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	297 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	298 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	299 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	300 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	301 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	302 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	303 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	304 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	305 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [82 x 163 from (153, 41)]
+Object's ¹: 1
 Coordinate: [77 x 153 from (439, 51)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [82 x 163 from (153, 41)]
+Object's ¹: 1
 Coordinate: [77 x 153 from (439, 51)]
Frame ¹	306 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [81 x 161 from (151, 43)]
+Object's ¹: 1
 Coordinate: [77 x 153 from (439, 51)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [81 x 161 from (151, 43)]
+Object's ¹: 1
 Coordinate: [77 x 153 from (439, 51)]
Frame ¹	307 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [83 x 167 from (145, 45)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [83 x 167 from (145, 45)]
Frame ¹	308 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [79 x 158 from (144, 49)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [79 x 158 from (144, 49)]
Frame ¹	309 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [76 x 151 from (147, 53)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [76 x 151 from (147, 53)]
Frame ¹	310 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [74 x 146 from (148, 55)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [74 x 146 from (148, 55)]
Frame ¹	311 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [75 x 150 from (147, 56)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [75 x 150 from (147, 56)]
Frame ¹	312 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [73 x 146 from (148, 58)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [73 x 146 from (148, 58)]
Frame ¹	313 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [71 x 142 from (149, 59)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [71 x 142 from (149, 59)]
Frame ¹	314 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [104 x 207 from (436, 91)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [104 x 207 from (436, 91)]
Frame ¹	315 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [104 x 207 from (436, 91)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [104 x 207 from (436, 91)]
Frame ¹	316 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	317 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [109 x 218 from (432, 81)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (142, 64)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [109 x 218 from (432, 81)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (142, 64)]
Frame ¹	318 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [72 x 143 from (140, 66)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [72 x 143 from (140, 66)]
Frame ¹	319 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [83 x 166 from (129, 64)]
+Object's ¹: 1
 Coordinate: [98 x 196 from (433, 100)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [83 x 166 from (129, 64)]
+Object's ¹: 1
 Coordinate: [98 x 196 from (433, 100)]
Frame ¹	320 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	321 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	322 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [73 x 146 from (130, 75)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [73 x 146 from (130, 75)]
Frame ¹	323 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (125, 77)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (125, 77)]
Frame ¹	324 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (123, 78)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [78 x 156 from (123, 78)]
Frame ¹	325 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [74 x 149 from (126, 80)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [74 x 149 from (126, 80)]
Frame ¹	326 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	327 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [74 x 148 from (119, 83)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [74 x 148 from (119, 83)]
Frame ¹	328 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	329 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	330 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [72 x 144 from (122, 89)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [72 x 144 from (122, 89)]
Frame ¹	331 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	332 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	333 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	334 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (194, 279)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (194, 279)]
Frame ¹	335 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	336 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (194, 275)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (194, 275)]
Frame ¹	337 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [85 x 170 from (192, 269)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [85 x 170 from (192, 269)]
Frame ¹	338 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [90 x 180 from (191, 262)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [90 x 180 from (191, 262)]
Frame ¹	339 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [88 x 176 from (192, 263)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [88 x 176 from (192, 263)]
Frame ¹	340 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [92 x 183 from (190, 258)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [92 x 183 from (190, 258)]
Frame ¹	341 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [90 x 181 from (191, 255)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [90 x 181 from (191, 255)]
Frame ¹	342 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [92 x 185 from (190, 253)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [92 x 185 from (190, 253)]
Frame ¹	343 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [88 x 176 from (192, 252)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [88 x 176 from (192, 252)]
Frame ¹	344 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (193, 250)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (518, 62)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (193, 250)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (518, 62)]
Frame ¹	345 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (518, 62)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (118, 282)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (518, 62)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (118, 282)]
Frame ¹	346 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [85 x 171 from (116, 258)]
+Object's ¹: 1
 Coordinate: [72 x 145 from (519, 63)]
+Object's ¹: 2
 Coordinate: [81 x 161 from (196, 243)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [85 x 171 from (116, 258)]
+Object's ¹: 1
 Coordinate: [72 x 145 from (519, 63)]
+Object's ¹: 2
 Coordinate: [81 x 161 from (196, 243)]
Frame ¹	347 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [81 x 162 from (195, 241)]
+Object's ¹: 1
 Coordinate: [86 x 171 from (116, 249)]
+Object's ¹: 2
 Coordinate: [74 x 148 from (518, 59)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [81 x 162 from (195, 241)]
+Object's ¹: 1
 Coordinate: [86 x 171 from (116, 249)]
+Object's ¹: 2
 Coordinate: [74 x 148 from (518, 59)]
Frame ¹	348 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [86 x 173 from (117, 247)]
+Object's ¹: 1
 Coordinate: [82 x 164 from (194, 238)]
+Object's ¹: 2
 Coordinate: [74 x 148 from (518, 59)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [86 x 173 from (117, 247)]
+Object's ¹: 1
 Coordinate: [82 x 164 from (194, 238)]
+Object's ¹: 2
 Coordinate: [74 x 148 from (518, 59)]
Frame ¹	349 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [87 x 174 from (121, 241)]
+Object's ¹: 1
 Coordinate: [73 x 146 from (518, 58)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [87 x 174 from (121, 241)]
+Object's ¹: 1
 Coordinate: [73 x 146 from (518, 58)]
Frame ¹	350 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [73 x 146 from (518, 58)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [73 x 146 from (518, 58)]
Frame ¹	351 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [73 x 146 from (518, 58)]
+Object's ¹: 1
 Coordinate: [85 x 169 from (490, 108)]
Object's on frame in detect_filter:	2
