Analyzed file:	C:\Users\Medivh\Desktop\640na480MEGa.mp4
Frame ¹	807 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [72 x 143 from (169, 76)]
+Object's ¹: 1
 Coordinate: [71 x 142 from (140, 80)]
Frame ¹	808 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [72 x 145 from (168, 75)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (141, 79)]
Frame ¹	809 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (166, 70)]
+Object's ¹: 1
 Coordinate: [69 x 137 from (142, 79)]
Frame ¹	810 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [80 x 159 from (163, 65)]
+Object's ¹: 1
 Coordinate: [69 x 137 from (142, 79)]
Frame ¹	811 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [75 x 150 from (165, 70)]
+Object's ¹: 1
 Coordinate: [68 x 136 from (142, 80)]
Frame ¹	812 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [72 x 145 from (166, 70)]
+Object's ¹: 1
 Coordinate: [68 x 136 from (141, 77)]
Frame ¹	813 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [74 x 147 from (164, 69)]
+Object's ¹: 1
 Coordinate: [68 x 136 from (140, 74)]
Frame ¹	814 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [75 x 149 from (162, 66)]
+Object's ¹: 1
 Coordinate: [68 x 136 from (139, 71)]
Frame ¹	815 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [76 x 151 from (162, 63)]
+Object's ¹: 1
 Coordinate: [68 x 136 from (138, 68)]
Frame ¹	816 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [74 x 147 from (163, 62)]
+Object's ¹: 1
 Coordinate: [68 x 136 from (137, 65)]
Frame ¹	817 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [73 x 145 from (161, 58)]
+Object's ¹: 1
 Coordinate: [68 x 136 from (136, 62)]
Frame ¹	818 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [70 x 139 from (162, 58)]
+Object's ¹: 1
 Coordinate: [68 x 136 from (135, 59)]
Frame ¹	819 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [73 x 145 from (159, 54)]
+Object's ¹: 1
 Coordinate: [68 x 136 from (134, 56)]
Frame ¹	820 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [72 x 143 from (160, 54)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (132, 59)]
Frame ¹	821 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (160, 53)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (132, 58)]
Frame ¹	822 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [70 x 140 from (160, 52)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (133, 59)]
Frame ¹	823 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [72 x 145 from (158, 50)]
+Object's ¹: 1
 Coordinate: [68 x 136 from (134, 58)]
Frame ¹	824 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (158, 51)]
+Object's ¹: 1
 Coordinate: [70 x 139 from (132, 56)]
Frame ¹	825 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [72 x 145 from (158, 50)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (132, 53)]
Frame ¹	826 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (158, 49)]
+Object's ¹: 1
 Coordinate: [69 x 137 from (133, 53)]
Frame ¹	827 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [71 x 142 from (158, 48)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (133, 51)]
Frame ¹	828 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [71 x 142 from (157, 45)]
+Object's ¹: 1
 Coordinate: [66 x 133 from (134, 50)]
Frame ¹	829 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [71 x 142 from (156, 42)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (134, 47)]
+Object's ¹: 2
 Coordinate: [72 x 143 from (199, 50)]
Frame ¹	830 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [71 x 142 from (155, 39)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (133, 44)]
+Object's ¹: 2
 Coordinate: [72 x 144 from (199, 50)]
Frame ¹	831 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [71 x 142 from (154, 36)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (132, 41)]
+Object's ¹: 2
 Coordinate: [71 x 142 from (206, 51)]
Frame ¹	832 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [71 x 142 from (153, 33)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (131, 38)]
+Object's ¹: 2
 Coordinate: [71 x 142 from (206, 51)]
Frame ¹	833 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [71 x 142 from (152, 30)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (130, 35)]
+Object's ¹: 2
 Coordinate: [69 x 138 from (205, 53)]
Frame ¹	834 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [71 x 142 from (151, 27)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (129, 32)]
+Object's ¹: 2
 Coordinate: [68 x 136 from (202, 54)]
Frame ¹	835 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [71 x 142 from (150, 24)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (128, 29)]
+Object's ¹: 2
 Coordinate: [67 x 134 from (193, 54)]
Frame ¹	836 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [71 x 142 from (149, 21)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (127, 26)]
+Object's ¹: 2
 Coordinate: [67 x 134 from (191, 54)]
Frame ¹	837 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [71 x 142 from (148, 18)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (126, 23)]
+Object's ¹: 2
 Coordinate: [78 x 156 from (204, 55)]
Frame ¹	838 ----------------------
Object's on frame in myPersons:	4
+Object's ¹: 0
 Coordinate: [71 x 142 from (147, 15)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (125, 20)]
+Object's ¹: 2
 Coordinate: [78 x 156 from (201, 55)]
Frame ¹	839 ----------------------
Object's on frame in myPersons:	3
+Object's ¹: 0
 Coordinate: [71 x 142 from (146, 12)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (124, 17)]
+Object's ¹: 2
 Coordinate: [83 x 166 from (207, 55)]
Frame ¹	840 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [67 x 134 from (123, 14)]
+Object's ¹: 1
 Coordinate: [83 x 166 from (206, 56)]
Frame ¹	841 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [67 x 134 from (122, 11)]
+Object's ¹: 1
 Coordinate: [82 x 164 from (207, 61)]
Frame ¹	842 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [82 x 164 from (207, 62)]
Frame ¹	843 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (207, 63)]
Frame ¹	844 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [72 x 144 from (209, 72)]
Frame ¹	845 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [72 x 144 from (209, 72)]
+Object's ¹: 1
 Coordinate: [78 x 157 from (163, 63)]
Frame ¹	846 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [72 x 144 from (208, 73)]
+Object's ¹: 1
 Coordinate: [73 x 145 from (168, 68)]
Frame ¹	847 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [67 x 134 from (213, 76)]
+Object's ¹: 1
 Coordinate: [73 x 146 from (168, 69)]
Frame ¹	848 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [70 x 139 from (209, 77)]
+Object's ¹: 1
 Coordinate: [74 x 147 from (167, 70)]
Frame ¹	849 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [73 x 145 from (207, 75)]
+Object's ¹: 1
 Coordinate: [75 x 150 from (165, 70)]
Frame ¹	850 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 142 from (207, 79)]
+Object's ¹: 1
 Coordinate: [78 x 155 from (161, 69)]
Frame ¹	851 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 142 from (207, 79)]
+Object's ¹: 1
 Coordinate: [82 x 164 from (158, 69)]
Frame ¹	852 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [76 x 151 from (205, 81)]
+Object's ¹: 1
 Coordinate: [85 x 170 from (156, 70)]
Frame ¹	853 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (206, 84)]
+Object's ¹: 1
 Coordinate: [83 x 165 from (156, 77)]
Frame ¹	854 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 142 from (206, 88)]
+Object's ¹: 1
 Coordinate: [80 x 159 from (159, 80)]
Frame ¹	855 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [73 x 146 from (204, 88)]
+Object's ¹: 1
 Coordinate: [83 x 166 from (156, 79)]
Frame ¹	856 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [75 x 150 from (201, 92)]
+Object's ¹: 1
 Coordinate: [80 x 159 from (157, 83)]
Frame ¹	857 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (201, 93)]
+Object's ¹: 1
 Coordinate: [84 x 168 from (151, 78)]
Frame ¹	858 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [74 x 149 from (200, 95)]
+Object's ¹: 1
 Coordinate: [84 x 168 from (149, 79)]
Frame ¹	859 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (201, 96)]
+Object's ¹: 1
 Coordinate: [84 x 168 from (147, 80)]
Frame ¹	860 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [73 x 146 from (201, 97)]
+Object's ¹: 1
 Coordinate: [84 x 168 from (145, 81)]
Frame ¹	861 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [73 x 146 from (200, 98)]
+Object's ¹: 1
 Coordinate: [84 x 168 from (143, 82)]
Frame ¹	862 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [73 x 145 from (200, 100)]
+Object's ¹: 1
 Coordinate: [73 x 145 from (159, 96)]
Frame ¹	863 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [73 x 146 from (199, 102)]
+Object's ¹: 1
 Coordinate: [73 x 145 from (157, 97)]
Frame ¹	864 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (200, 105)]
+Object's ¹: 1
 Coordinate: [73 x 145 from (155, 98)]
Frame ¹	865 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (198, 105)]
+Object's ¹: 1
 Coordinate: [73 x 145 from (153, 99)]
Frame ¹	866 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (195, 106)]
+Object's ¹: 1
 Coordinate: [73 x 145 from (151, 100)]
Frame ¹	867 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [83 x 165 from (193, 109)]
+Object's ¹: 1
 Coordinate: [73 x 145 from (149, 101)]
Frame ¹	868 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [82 x 162 from (195, 109)]
+Object's ¹: 1
 Coordinate: [73 x 145 from (147, 102)]
Frame ¹	869 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [85 x 169 from (193, 113)]
+Object's ¹: 1
 Coordinate: [73 x 145 from (145, 103)]
Frame ¹	870 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [83 x 166 from (193, 115)]
+Object's ¹: 1
 Coordinate: [73 x 145 from (143, 104)]
Frame ¹	871 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [79 x 158 from (195, 118)]
+Object's ¹: 1
 Coordinate: [73 x 145 from (141, 105)]
Frame ¹	872 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [81 x 162 from (194, 118)]
+Object's ¹: 1
 Coordinate: [73 x 145 from (139, 106)]
Frame ¹	873 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [77 x 153 from (195, 123)]
+Object's ¹: 1
 Coordinate: [73 x 145 from (137, 107)]
Frame ¹	874 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [77 x 153 from (195, 123)]
+Object's ¹: 1
 Coordinate: [73 x 145 from (135, 108)]
Frame ¹	875 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [74 x 148 from (195, 126)]
Frame ¹	876 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [73 x 145 from (196, 128)]
Frame ¹	877 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [71 x 141 from (196, 129)]
Frame ¹	878 ----------------------
Object's on frame in myPersons:	1
+Object's ¹: 0
 Coordinate: [75 x 151 from (194, 132)]
Frame ¹	879 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (192, 136)]
Frame ¹	880 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [78 x 156 from (187, 137)]
Frame ¹	881 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [68 x 136 from (193, 145)]
+Object's ¹: 1
 Coordinate: [78 x 155 from (145, 139)]
Frame ¹	882 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [74 x 147 from (190, 148)]
+Object's ¹: 1
 Coordinate: [80 x 159 from (144, 140)]
Frame ¹	883 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [80 x 160 from (184, 144)]
+Object's ¹: 1
 Coordinate: [79 x 158 from (144, 144)]
Frame ¹	884 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (183, 142)]
+Object's ¹: 1
 Coordinate: [77 x 154 from (146, 146)]
Frame ¹	885 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (182, 143)]
+Object's ¹: 1
 Coordinate: [77 x 154 from (146, 147)]
Frame ¹	886 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (181, 144)]
+Object's ¹: 1
 Coordinate: [77 x 154 from (146, 148)]
Frame ¹	887 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (180, 145)]
+Object's ¹: 1
 Coordinate: [77 x 154 from (146, 149)]
Frame ¹	888 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (185, 159)]
+Object's ¹: 1
 Coordinate: [77 x 154 from (146, 150)]
Frame ¹	889 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [74 x 149 from (184, 156)]
+Object's ¹: 1
 Coordinate: [71 x 141 from (141, 159)]
Frame ¹	890 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (186, 160)]
+Object's ¹: 1
 Coordinate: [77 x 153 from (137, 153)]
Frame ¹	891 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (185, 161)]
+Object's ¹: 1
 Coordinate: [78 x 155 from (135, 154)]
Frame ¹	892 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (184, 162)]
+Object's ¹: 1
 Coordinate: [80 x 160 from (134, 160)]
Frame ¹	893 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (183, 163)]
+Object's ¹: 1
 Coordinate: [87 x 174 from (128, 159)]
Frame ¹	894 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [90 x 180 from (169, 161)]
+Object's ¹: 1
 Coordinate: [88 x 176 from (125, 158)]
Frame ¹	895 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [90 x 180 from (168, 162)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (123, 163)]
Frame ¹	896 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [92 x 183 from (167, 167)]
+Object's ¹: 1
 Coordinate: [87 x 173 from (124, 166)]
Frame ¹	897 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [90 x 181 from (168, 168)]
+Object's ¹: 1
 Coordinate: [87 x 174 from (123, 169)]
Frame ¹	898 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [88 x 175 from (173, 172)]
+Object's ¹: 1
 Coordinate: [92 x 184 from (119, 166)]
Frame ¹	899 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [84 x 168 from (172, 179)]
+Object's ¹: 1
 Coordinate: [90 x 181 from (121, 168)]
Frame ¹	900 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (171, 180)]
+Object's ¹: 1
 Coordinate: [93 x 185 from (118, 169)]
Frame ¹	901 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (170, 181)]
+Object's ¹: 1
 Coordinate: [94 x 188 from (115, 175)]
Frame ¹	902 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [84 x 168 from (173, 184)]
+Object's ¹: 1
 Coordinate: [95 x 189 from (114, 177)]
Frame ¹	903 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (176, 190)]
+Object's ¹: 1
 Coordinate: [95 x 189 from (113, 179)]
Frame ¹	904 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [74 x 148 from (175, 192)]
+Object's ¹: 1
 Coordinate: [94 x 188 from (114, 179)]
Frame ¹	905 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [71 x 141 from (176, 197)]
+Object's ¹: 1
 Coordinate: [100 x 199 from (109, 180)]
Frame ¹	906 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [84 x 169 from (173, 193)]
+Object's ¹: 1
 Coordinate: [98 x 197 from (108, 182)]
Frame ¹	907 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [91 x 182 from (170, 190)]
+Object's ¹: 1
 Coordinate: [93 x 187 from (112, 191)]
Frame ¹	908 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [97 x 194 from (167, 189)]
+Object's ¹: 1
 Coordinate: [94 x 188 from (110, 192)]
Frame ¹	909 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [93 x 185 from (166, 195)]
+Object's ¹: 1
 Coordinate: [97 x 193 from (108, 193)]
Frame ¹	910 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [99 x 199 from (161, 198)]
+Object's ¹: 1
 Coordinate: [97 x 194 from (109, 196)]
Frame ¹	911 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [89 x 178 from (164, 203)]
+Object's ¹: 1
 Coordinate: [98 x 197 from (106, 196)]
Frame ¹	912 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [89 x 178 from (161, 207)]
+Object's ¹: 1
 Coordinate: [95 x 190 from (109, 202)]
Frame ¹	913 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [90 x 180 from (161, 210)]
+Object's ¹: 1
 Coordinate: [96 x 192 from (108, 202)]
Frame ¹	914 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [88 x 177 from (161, 212)]
+Object's ¹: 1
 Coordinate: [96 x 192 from (108, 202)]
Frame ¹	915 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [84 x 168 from (162, 219)]
+Object's ¹: 1
 Coordinate: [96 x 191 from (109, 204)]
Frame ¹	916 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [84 x 168 from (162, 219)]
+Object's ¹: 1
 Coordinate: [87 x 174 from (111, 212)]
Frame ¹	917 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (160, 219)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (107, 215)]
Frame ¹	918 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (160, 222)]
+Object's ¹: 1
 Coordinate: [95 x 189 from (104, 217)]
Frame ¹	919 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (159, 224)]
+Object's ¹: 1
 Coordinate: [95 x 191 from (101, 219)]
Frame ¹	920 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (158, 226)]
+Object's ¹: 1
 Coordinate: [96 x 192 from (100, 224)]
Frame ¹	921 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (157, 228)]
+Object's ¹: 1
 Coordinate: [100 x 202 from (97, 225)]
Frame ¹	922 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [101 x 203 from (149, 227)]
+Object's ¹: 1
 Coordinate: [97 x 194 from (99, 230)]
Frame ¹	923 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [101 x 203 from (148, 229)]
+Object's ¹: 1
 Coordinate: [92 x 183 from (99, 240)]
Frame ¹	924 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [100 x 201 from (150, 238)]
+Object's ¹: 1
 Coordinate: [91 x 183 from (99, 241)]
Frame ¹	925 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [102 x 204 from (148, 240)]
+Object's ¹: 1
 Coordinate: [91 x 182 from (98, 242)]
Frame ¹	926 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [101 x 203 from (149, 242)]
+Object's ¹: 1
 Coordinate: [90 x 180 from (98, 244)]
Frame ¹	927 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [98 x 197 from (149, 246)]
+Object's ¹: 1
 Coordinate: [89 x 178 from (97, 248)]
Frame ¹	928 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [96 x 191 from (150, 252)]
+Object's ¹: 1
 Coordinate: [83 x 166 from (100, 255)]
Frame ¹	929 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [94 x 187 from (152, 254)]
+Object's ¹: 1
 Coordinate: [84 x 168 from (99, 256)]
Frame ¹	930 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [90 x 179 from (153, 259)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (98, 254)]
Frame ¹	931 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [88 x 176 from (153, 261)]
+Object's ¹: 1
 Coordinate: [90 x 180 from (96, 256)]
Frame ¹	932 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [88 x 175 from (150, 263)]
+Object's ¹: 1
 Coordinate: [96 x 192 from (91, 258)]
Frame ¹	933 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (150, 269)]
+Object's ¹: 1
 Coordinate: [96 x 191 from (91, 264)]
Frame ¹	934 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [88 x 175 from (150, 269)]
+Object's ¹: 1
 Coordinate: [90 x 180 from (92, 271)]
Frame ¹	935 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [86 x 171 from (150, 274)]
+Object's ¹: 1
 Coordinate: [85 x 169 from (96, 280)]
Frame ¹	936 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [84 x 168 from (151, 282)]
+Object's ¹: 1
 Coordinate: [83 x 166 from (96, 283)]
Frame ¹	937 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [83 x 165 from (149, 284)]
+Object's ¹: 1
 Coordinate: [82 x 164 from (92, 286)]
Frame ¹	938 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [80 x 160 from (147, 288)]
+Object's ¹: 1
 Coordinate: [74 x 149 from (96, 296)]
Frame ¹	939 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (147, 294)]
+Object's ¹: 1
 Coordinate: [74 x 149 from (95, 298)]
Frame ¹	940 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (147, 294)]
+Object's ¹: 1
 Coordinate: [74 x 149 from (94, 300)]
Frame ¹	941 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (147, 294)]
+Object's ¹: 1
 Coordinate: [74 x 149 from (93, 302)]
Frame ¹	942 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (146, 296)]
+Object's ¹: 1
 Coordinate: [74 x 149 from (92, 304)]
Frame ¹	943 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (145, 298)]
+Object's ¹: 1
 Coordinate: [74 x 149 from (91, 306)]
Frame ¹	944 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (144, 300)]
+Object's ¹: 1
 Coordinate: [74 x 149 from (90, 308)]
Frame ¹	945 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (143, 302)]
+Object's ¹: 1
 Coordinate: [74 x 149 from (89, 310)]
Frame ¹	946 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (142, 304)]
+Object's ¹: 1
 Coordinate: [74 x 149 from (88, 312)]
Frame ¹	947 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (141, 306)]
+Object's ¹: 1
 Coordinate: [74 x 149 from (87, 314)]
Frame ¹	948 ----------------------
Object's on frame in myPersons:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (140, 308)]
+Object's ¹: 1
